conversation_no,talk_day,length,topic_description,prompt,from_caller_sex,from_caller_education,from_caller_birth_year,from_caller_dialect_area,to_caller_sex,to_caller_education,to_caller_birth_year,to_caller_dialect_area
3173,910927,5,BUYING A CAR,WHAT KIND OF CAR DO YOU THINK YOU MIGHT BUY NEXT?  WHAT SORTS OF THINGS WILL ENTER INTO YOUR DECISION?  SEE IF YOUR REQUIREMENTS AND THE OTHER CALLER'S REQUIREMENTS ARE SIMILAR.,FEMALE,2,1961,WESTERN,FEMALE,2,1945,WESTERN
3174,910927,2,DRUG TESTING,HOW DO YOU FEEL ABOUT THE PRACTICE OF SOME COMPANIES OR GOVERNMENT AGENCIES TESTING EMPLOYEES OR PROSPECTIVE EMPLOYEES FOR DRUGS?  IS RANDOM SPOT TESTING JUSTIFIED?  WHAT LIMITS SHOULD THERE BE,FEMALE,2,1955,SOUTH MIDLAND,FEMALE,2,1942,NORTH MIDLAND
3175,910928,5,CLOTHING AND DRESS,THE TOPIC IS CLOTHING.  PLEASE FIND OUT HOW THE OTHER CALLER TYPICALLY DRESSES FOR WORK.  HOW MUCH VARIATION IS THERE FROM DAY TO DAY?  HOW MUCH VARIATION IS THERE FROM SEASON TO SEASON?,FEMALE,2,1958,WESTERN,FEMALE,3,1941,NORTHERN
3176,910928,5,GUN CONTROL,DISCUSS GUN CONTROL.  WHERE DO YOU AND THE OTHER CALLER STAND ON A SCALE FROM 1 TO 10,FEMALE,2,1964,MIXED,FEMALE,2,1963,SOUTH MIDLAND
3177,910928,5,TAXES,TALK ABOUT WHETHER AMERICANSY,MALE,2,1958,SOUTH MIDLAND,FEMALE,3,1947,NORTH MIDLAND
3179,910929,1,TV PROGRAMS,FIND OUT WHAT THE OTHER CALLER'S FAVORITE TV SHOWS ARE AND WHY.  ARE YOUR INTERESTS SIMILAR OR DIFFERENT?,FEMALE,2,1964,MIXED,MALE,3,1967,NORTH MIDLAND
3180,910929,5,CREDIT CARD USE,PLEASE DISCUSS CREDIT CARDS.  FIND OUT HOW THE OTHER CALLER MAKES USE OF CREDIT CARDS.  HOW DO THEY COMPARE TO YOUR OWN?,MALE,2,1958,SOUTH MIDLAND,MALE,2,1952,SOUTHERN
3181,910930,5,EXERCISE AND FITNESS,DO YOU DO ANY EXERCISE REGULARLY TO MAINTAIN YOUR HEALTH OR FITNESS LEVEL?  IF SOOR DO IT AS A TASK?  COMPARE YOUR HABITS AND YOUR MOTIVES,FEMALE,3,1954,SOUTH MIDLAND,FEMALE,2,1958,WESTERN
3182,910930,5,HOBBIES AND CRAFTS,WHAT HOBBIES DO YOU HAVE IN YOUR SPARE TIME?  DO THEY INCLUDE ANY HANDICRAFTSWOODWORKING?,FEMALE,2,1936,NORTHERN,FEMALE,2,1924,SOUTH MIDLAND
3183,910930,5,VACATION SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.,MALE,2,1933,NORTHERN,MALE,3,1951,SOUTHERN
3184,910930,4,HOUSES,FIND OUT ABOUT THE OTHER CALLER'S HOME.  IS IT A TYPICAL HOME FOR THE AREA?  HOW DOES IT COMPARE TO YOUR HOME?,FEMALE,2,1959,NORTHERN,FEMALE,2,1966,WESTERN
3185,911001,5,WEATHER CLIMATE,DISCUSS THE WEATHER.   WHAT HAS IT BEEN LIKE IN YOUR AREA?   HAS IT BEEN TYPICAL FOR THIS TIME OF YEAR?  COMPARE IT WITH THE OTHER CALLER'S WEATHER.,FEMALE,2,1949,SOUTH MIDLAND,FEMALE,2,1958,WESTERN
3186,911001,5,RESTAURANTS,WHAT KIND OF DINING OUT DO YOU ENJOY? WHAT THINGS DO YOU LOOK FOR IN A RESTAURANT THAT WOULD GET YOU TO GO BACK AGAIN?  SEE WHETHER THE OTHER CALLER'S PREFERENCES ARE SIMILAR TO YOURS.,MALE,2,1933,NORTHERN,MALE,3,1956,SOUTHERN
3187,911001,5,CARE OF THE ELDERLY,PLEASE DISCUSS CARE OF THE ELDERLY.  FIND OUT HOW THE OTHER CALLER FEELS ABOUT SENDING AN ELDERLY FAMILY MEMBER TO A NURSING HOME.  WHAT SHOULD ONE KNOW ABOUT THE NURSING HOME ENVIRONMENT WHEN MAKING THIS DECISION?,FEMALE,3,1954,SOUTH MIDLAND,MALE,2,1965,NORTH MIDLAND
3188,911001,5,PAINTING,HAVE YOU DONE ANY PAINTING PROJECTS RECENTLYY,FEMALE,2,1963,SOUTH MIDLAND,FEMALE,3,1963,NEW ENGLAND
3189,911002,5,FAMILY REUNIONS,DISCUSS PLANNING A FAMILY REUNION.  DRAW ON YOUR EXPERIENCES AND THOSE OF THE OTHER CALLER FOR MAKING THE NEXT GET-TOGETHER SUCCESSFUL AND MEMORABLE.,FEMALE,2,1958,WESTERN,FEMALE,3,1955,NEW ENGLAND
3190,911002,5,VACATION SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.,FEMALE,3,1954,SOUTH MIDLAND,FEMALE,2,1966,WESTERN
3191,911002,5,CARE OF THE ELDERLY,PLEASE DISCUSS CARE OF THE ELDERLY.  FIND OUT HOW THE OTHER CALLER FEELS ABOUT SENDING AN ELDERLY FAMILY MEMBER TO A NURSING HOME.  WHAT SHOULD ONE KNOW ABOUT THE NURSING HOME ENVIRONMENT WHEN MAKING THIS DECISION?,FEMALE,2,1924,SOUTH MIDLAND,MALE,3,1960,NORTH MIDLAND
3192,911002,5,TAXES,TALK ABOUT WHETHER AMERICANSY,FEMALE,2,1936,NORTHERN,MALE,3,1951,SOUTHERN
3193,911002,5,EXERCISE AND FITNESS,DO YOU DO ANY EXERCISE REGULARLY TO MAINTAIN YOUR HEALTH OR FITNESS LEVEL?  IF SOOR DO IT AS A TASK?  COMPARE YOUR HABITS AND YOUR MOTIVES,FEMALE,2,1959,NORTHERN,FEMALE,2,1938,SOUTH MIDLAND
3194,911003,5,RECYCLING,WHAT IS BEING DONE IN YOUR COMMUNITY OR AREA ABOUT RECYCLING WASTE MATERIALS?  DO YOU THINK MORE SHOULD BE DONE?  DO YOU HAVE ANY IDEAS ON HOW TO ENCOURAGE MORE RECYCLING OR ON WHAT OTHER MATERIALS SHOULD BE INCLUDED?,FEMALE,2,1958,WESTERN,MALE,2,1963,SOUTHERN
3195,911003,5,FAMILY FINANCE,DOES YOUR FAMILY KEEP A MONTHLY BUDGETCAN YOU GIVE A GENERAL DESCRIPTION OF YOUR PROCEDURES,FEMALE,2,1936,NORTHERN,FEMALE,2,1955,SOUTH MIDLAND
3196,911003,5,CREDIT CARD USE,PLEASE DISCUSS CREDIT CARDS.  FIND OUT HOW THE OTHER CALLER MAKES USE OF CREDIT CARDS.  HOW DO THEY COMPARE TO YOUR OWN?,FEMALE,2,1966,WESTERN,FEMALE,2,1945,WESTERN
3197,911003,5,DRUG TESTING,HOW DO YOU FEEL ABOUT THE PRACTICE OF SOME COMPANIES OR GOVERNMENT AGENCIES TESTING EMPLOYEES OR PROSPECTIVE EMPLOYEES FOR DRUGS?  IS RANDOM SPOT TESTING JUSTIFIED?  WHAT LIMITS SHOULD THERE BE,MALE,2,1965,NORTH MIDLAND,MALE,3,1961,NYC
3198,911003,4,WOMEN'S ROLES,DISCUSS THE CHANGES IN THE ROLES OF WOMEN IN AMERICAN SOCIETY OVER THE PAST GENERATION OR TWO.  WHICH CHANGES HAVE BEEN THE MOST SIGNIFICANT? DO YOU HAVE AN OPINION ON WHAT FURTHER CHANGES WILL TAKE PLACE OVER THE NEXT GENERATION?,FEMALE,2,1959,NORTHERN,FEMALE,3,1958,NYC
3200,911003,5,FAMILY FINANCE,DOES YOUR FAMILY KEEP A MONTHLY BUDGETCAN YOU GIVE A GENERAL DESCRIPTION OF YOUR PROCEDURES,FEMALE,2,1949,SOUTH MIDLAND,FEMALE,2,1942,NORTH MIDLAND
3201,911003,5,RECYCLING,WHAT IS BEING DONE IN YOUR COMMUNITY OR AREA ABOUT RECYCLING WASTE MATERIALS?  DO YOU THINK MORE SHOULD BE DONE?  DO YOU HAVE ANY IDEAS ON HOW TO ENCOURAGE MORE RECYCLING OR ON WHAT OTHER MATERIALS SHOULD BE INCLUDED?,FEMALE,2,1963,SOUTH MIDLAND,FEMALE,2,1964,SOUTH MIDLAND
3202,911003,5,FAMILY REUNIONS,DISCUSS PLANNING A FAMILY REUNION.  DRAW ON YOUR EXPERIENCES AND THOSE OF THE OTHER CALLER FOR MAKING THE NEXT GET-TOGETHER SUCCESSFUL AND MEMORABLE.,FEMALE,3,1954,SOUTH MIDLAND,MALE,3,1956,SOUTHERN
3203,911004,5,HOUSES,FIND OUT ABOUT THE OTHER CALLER'S HOME.  IS IT A TYPICAL HOME FOR THE AREA?  HOW DOES IT COMPARE TO YOUR HOME?,FEMALE,3,1954,SOUTH MIDLAND,FEMALE,1,1939,SOUTH MIDLAND
3204,911004,5,CARE OF THE ELDERLY,PLEASE DISCUSS CARE OF THE ELDERLY.  FIND OUT HOW THE OTHER CALLER FEELS ABOUT SENDING AN ELDERLY FAMILY MEMBER TO A NURSING HOME.  WHAT SHOULD ONE KNOW ABOUT THE NURSING HOME ENVIRONMENT WHEN MAKING THIS DECISION?,FEMALE,2,1958,WESTERN,MALE,3,1936,SOUTH MIDLAND
3205,911004,5,GARDENING,FIND OUT WHAT THE OTHER CALLER DOES IN THE WAY OF LAWN AND GARDEN WORK.DOES THE OTHER CALL ENJOY DOING IT?  COMPARE THIS TO YOUR OWN SITUATION.,FEMALE,2,1936,NORTHERN,FEMALE,2,1966,WESTERN
3206,911004,3,ELECTIONS AND VOTING,WHY DO YOU THINK THAT ONLY ABOUT HALF OF ELIGIBLE VOTERS IN AMERICA TAKE PART IN NATIONAL ELECTIONS,FEMALE,2,1924,SOUTH MIDLAND,FEMALE,2,1945,WESTERN
3207,911004,5,CARE OF THE ELDERLY,PLEASE DISCUSS CARE OF THE ELDERLY.  FIND OUT HOW THE OTHER CALLER FEELS ABOUT SENDING AN ELDERLY FAMILY MEMBER TO A NURSING HOME.  WHAT SHOULD ONE KNOW ABOUT THE NURSING HOME ENVIRONMENT WHEN MAKING THIS DECISION?,FEMALE,3,1963,NEW ENGLAND,FEMALE,2,1971,SOUTH MIDLAND
3208,911004,5,CHILD CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?,FEMALE,2,1959,NORTHERN,FEMALE,2,1955,SOUTH MIDLAND
3214,911007,5,MAGAZINES,DO YOU HAVE MAGAZINES THAT YOU SUBSCRIBE TO OR READ ON A REGULAR BASIS? WHAT DO YOU LIKE OR DISLIKE ABOUT MAGAZINES,FEMALE,2,1949,SOUTH MIDLAND,FEMALE,2,1959,NORTHERN
3215,911007,5,WEATHER CLIMATE,DISCUSS THE WEATHER.   WHAT HAS IT BEEN LIKE IN YOUR AREA?   HAS IT BEEN TYPICAL FOR THIS TIME OF YEAR?  COMPARE IT WITH THE OTHER CALLER'S WEATHER.,FEMALE,2,1961,WESTERN,FEMALE,3,1954,SOUTH MIDLAND
3216,911007,3,PUBLIC EDUCATION,DISCUSS WITH THE OTHER CALLER WHETHER THERE IS SOMETHING SERIOUSLY WRONG WITH OUR PUBLIC SCHOOL SYSTEMS TODAYY,FEMALE,2,1958,WESTERN,MALE,3,1944,NORTH MIDLAND
3218,911007,5,PETS,FIND OUT WHAT KIND OF PETS THE OTHER CALLER HAS,FEMALE,2,1964,MIXED,FEMALE,2,1955,SOUTH MIDLAND
3219,911008,5,CLOTHING AND DRESS,THE TOPIC IS CLOTHING.  PLEASE FIND OUT HOW THE OTHER CALLER TYPICALLY DRESSES FOR WORK.  HOW MUCH VARIATION IS THERE FROM DAY TO DAY?  HOW MUCH VARIATION IS THERE FROM SEASON TO SEASON?,FEMALE,2,1949,SOUTH MIDLAND,MALE,3,1935,NORTHERN
3220,911008,5,RECIPES/FOOD/COOKING,PLEASE DISCUSS FOOD AND COOKING.  WHAT FOODS WOULD YOU INCLUDE IN THE MENU FOR A DINNER PARTY?  SHARE THE RECIPE FOR ONE OF THESE FOODS WITH THE OTHER CALLER.,MALE,3,1956,SOUTHERN,MALE,2,1934,SOUTH MIDLAND
3221,911008,5,COMPUTERS,FIND OUT THE OTHER CALLERS' PREFERENCE AND LEVEL OF INTEREST IN PERSONAL COMPUTERS.  HOW DOES IT COMPARE TO YOUR INTEREST AND PREFERENCE?,MALE,3,1924,SOUTHERN,MALE,3,1943,MIXED
3222,911008,5,RESTAURANTS,WHAT KIND OF DINING OUT DO YOU ENJOY? WHAT THINGS DO YOU LOOK FOR IN A RESTAURANT THAT WOULD GET YOU TO GO BACK AGAIN?  SEE WHETHER THE OTHER CALLER'S PREFERENCES ARE SIMILAR TO YOURS.,FEMALE,2,1957,SOUTH MIDLAND,FEMALE,3,1958,MIXED
3223,911008,5,TV PROGRAMS,FIND OUT WHAT THE OTHER CALLER'S FAVORITE TV SHOWS ARE AND WHY.  ARE YOUR INTERESTS SIMILAR OR DIFFERENT?,MALE,2,1956,SOUTH MIDLAND,FEMALE,2,1941,NORTHERN
3224,911008,5,HOBBIES AND CRAFTS,WHAT HOBBIES DO YOU HAVE IN YOUR SPARE TIME?  DO THEY INCLUDE ANY HANDICRAFTSWOODWORKING?,FEMALE,3,1954,SOUTH MIDLAND,MALE,3,1961,NYC
3225,911008,5,RECIPES/FOOD/COOKING,PLEASE DISCUSS FOOD AND COOKING.  WHAT FOODS WOULD YOU INCLUDE IN THE MENU FOR A DINNER PARTY?  SHARE THE RECIPE FOR ONE OF THESE FOODS WITH THE OTHER CALLER.,FEMALE,2,1941,SOUTH MIDLAND,FEMALE,2,1962,SOUTH MIDLAND
3226,911008,5,UNIVERSAL HEALTH INS,DO YOU BELIEVE THAT THE US GOVERNMENT SHOULD PROVIDE UNIVERSAL HEALTH INSURANCE,FEMALE,1,1939,SOUTH MIDLAND,FEMALE,3,1942,NYC
3227,911008,5,MUSIC,PLEASE DISCUSS MUSIC.  CAN YOU FIND MUSICIANSOR TYPES OF MUSIC THAT BOTH YOU AND THE OTHER CALLER LIKE?,MALE,3,1968,SOUTH MIDLAND,FEMALE,3,1958,NYC
3228,911009,5,MOVIES,FIND OUT WHAT THE OTHER CALLER THOUGHT ABOUT THE LAST FEW MOVIES THEY SAW. WHAT MOVIES HAVE YOU SEEN LATELY?,FEMALE,2,1949,SOUTH MIDLAND,FEMALE,2,1956,WESTERN
3229,911009,5,RECIPES/FOOD/COOKING,PLEASE DISCUSS FOOD AND COOKING.  WHAT FOODS WOULD YOU INCLUDE IN THE MENU FOR A DINNER PARTY?  SHARE THE RECIPE FOR ONE OF THESE FOODS WITH THE OTHER CALLER.,FEMALE,2,1961,WESTERN,MALE,3,1943,MIXED
3230,911009,5,MUSIC,PLEASE DISCUSS MUSIC.  CAN YOU FIND MUSICIANSOR TYPES OF MUSIC THAT BOTH YOU AND THE OTHER CALLER LIKE?,FEMALE,2,1959,NORTHERN,FEMALE,2,1958,NORTHERN
3231,911009,3,MOVIES,FIND OUT WHAT THE OTHER CALLER THOUGHT ABOUT THE LAST FEW MOVIES THEY SAW. WHAT MOVIES HAVE YOU SEEN LATELY?,MALE,2,1956,SOUTH MIDLAND,FEMALE,1,1939,SOUTH MIDLAND
3232,911009,5,CHOOSING A COLLEGE,WHAT ADVICE OR EXPERIENCE CAN YOU OFFER TO A PARENT ON HOW TO HELP A SON OR DAUGHTER CHOOSE A COLLEGE TO ATTEND?,FEMALE,2,1957,SOUTH MIDLAND,FEMALE,2,1963,SOUTH MIDLAND
3233,911009,5,BOOKS AND LITERATURE,FIND OUT WHAT BOOKS THE OTHER CALLER READS FOR ENJOYMENT OR SELF-IMPROVEMENT.         DO YOU HAVE SIMILAR OR DIFFERENT INTERESTS IN BOOKS?,FEMALE,2,1958,WESTERN,FEMALE,3,1947,NYC
3234,911009,5,PETS,FIND OUT WHAT KIND OF PETS THE OTHER CALLER HAS,FEMALE,2,1941,SOUTH MIDLAND,FEMALE,2,1945,WESTERN
3235,911009,5,WOMEN'S ROLES,DISCUSS THE CHANGES IN THE ROLES OF WOMEN IN AMERICAN SOCIETY OVER THE PAST GENERATION OR TWO.  WHICH CHANGES HAVE BEEN THE MOST SIGNIFICANT? DO YOU HAVE AN OPINION ON WHAT FURTHER CHANGES WILL TAKE PLACE OVER THE NEXT GENERATION?,FEMALE,2,1941,NORTHERN,FEMALE,3,1942,NYC
3236,911010,5,RECYCLING,WHAT IS BEING DONE IN YOUR COMMUNITY OR AREA ABOUT RECYCLING WASTE MATERIALS?  DO YOU THINK MORE SHOULD BE DONE?  DO YOU HAVE ANY IDEAS ON HOW TO ENCOURAGE MORE RECYCLING OR ON WHAT OTHER MATERIALS SHOULD BE INCLUDED?,FEMALE,2,1961,WESTERN,FEMALE,2,1955,SOUTH MIDLAND
3237,911010,5,HOUSES,FIND OUT ABOUT THE OTHER CALLER'S HOME.  IS IT A TYPICAL HOME FOR THE AREA?  HOW DOES IT COMPARE TO YOUR HOME?,FEMALE,2,1957,SOUTH MIDLAND,FEMALE,2,1958,NORTHERN
3238,911010,5,WOMEN'S ROLES,DISCUSS THE CHANGES IN THE ROLES OF WOMEN IN AMERICAN SOCIETY OVER THE PAST GENERATION OR TWO.  WHICH CHANGES HAVE BEEN THE MOST SIGNIFICANT? DO YOU HAVE AN OPINION ON WHAT FURTHER CHANGES WILL TAKE PLACE OVER THE NEXT GENERATION?,FEMALE,2,1966,WESTERN,FEMALE,2,1960,SOUTH MIDLAND
3239,911010,5,PETS,FIND OUT WHAT KIND OF PETS THE OTHER CALLER HAS,FEMALE,3,1951,NORTHERN,FEMALE,3,1954,SOUTH MIDLAND
3240,911010,5,PETS,FIND OUT WHAT KIND OF PETS THE OTHER CALLER HAS,FEMALE,2,1941,NORTHERN,FEMALE,3,1947,NORTH MIDLAND
3241,911010,5,SOVIET UNION,FIND OUT WHETHER OR NOT THE OTHER CALLER CONSIDERS THE SOVIET UNION A THREAT TO THE UNITED STATES.   TAKE AN OPPOSING VIEW IN YOUR DISCUSSION WITH THE OTHER CALLER.,FEMALE,9,1956,WESTERN,MALE,2,1963,WESTERN
3242,911010,5,DRUG TESTING,HOW DO YOU FEEL ABOUT THE PRACTICE OF SOME COMPANIES OR GOVERNMENT AGENCIES TESTING EMPLOYEES OR PROSPECTIVE EMPLOYEES FOR DRUGS?  IS RANDOM SPOT TESTING JUSTIFIED?  WHAT LIMITS SHOULD THERE BE,MALE,2,1940,SOUTH MIDLAND,FEMALE,3,1942,NYC
3244,911011,5,AIR POLLUTION,PLEASE DISCUSS AIR POLLUTION.  FIND OUT WHAT SUBSTANCES THE OTHER CALLER THINKS CONTRIBUTE THE MOST TO AIR POLLUTION TODAY.  WHAT CAN INDIVIDUALS OR SOCIETY DO TO IMPROVE AIR QUALITY?,FEMALE,2,1959,NORTHERN,FEMALE,2,1944,SOUTH MIDLAND
3245,911011,5,CLOTHING AND DRESS,THE TOPIC IS CLOTHING.  PLEASE FIND OUT HOW THE OTHER CALLER TYPICALLY DRESSES FOR WORK.  HOW MUCH VARIATION IS THERE FROM DAY TO DAY?  HOW MUCH VARIATION IS THERE FROM SEASON TO SEASON?,FEMALE,2,1957,SOUTH MIDLAND,FEMALE,3,1958,NYC
3246,911011,5,PUBLIC EDUCATION,DISCUSS WITH THE OTHER CALLER WHETHER THERE IS SOMETHING SERIOUSLY WRONG WITH OUR PUBLIC SCHOOL SYSTEMS TODAYY,FEMALE,3,1954,SOUTH MIDLAND,FEMALE,2,1955,SOUTH MIDLAND
3247,911011,5,CAPITAL PUNISHMENT,COMPARE YOUR OPINIONS AND THOSE OF THE OTHER CALLER ON CAPITAL PUNISHMENT.  DO EITHER OF YOU THINK IT SHOULD BE RESTRICTED TO CERTAIN CRIMES OR CIRCUMSTANCES?  HOW DO THE POLICIES AND PRACTICES OF YOUR STATE FIT WITH YOUR OPINIONS?,MALE,3,1949,NYC,FEMALE,1,1939,SOUTH MIDLAND
3249,911012,5,CHILD CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?,FEMALE,2,1957,SOUTH MIDLAND,MALE,2,1951,NYC
3250,911012,5,MAGAZINES,DO YOU HAVE MAGAZINES THAT YOU SUBSCRIBE TO OR READ ON A REGULAR BASIS? WHAT DO YOU LIKE OR DISLIKE ABOUT MAGAZINES,FEMALE,1,1939,SOUTH MIDLAND,FEMALE,3,1953,WESTERN
3251,911013,5,GARDENING,FIND OUT WHAT THE OTHER CALLER DOES IN THE WAY OF LAWN AND GARDEN WORK.DOES THE OTHER CALL ENJOY DOING IT?  COMPARE THIS TO YOUR OWN SITUATION.,FEMALE,2,1944,SOUTH MIDLAND,MALE,2,1933,NORTHERN
3252,911013,5,PETS,FIND OUT WHAT KIND OF PETS THE OTHER CALLER HAS,MALE,3,1954,NORTH MIDLAND,FEMALE,3,1963,NEW ENGLAND
3253,911015,5,CAMPING,FIND OUT FROM THE OTHER CALLER WHAT KIND OF CAMPING THEY HAVE DONE.  HOW DOES IT COMPARE WITH YOUR OWN EXPERIENCES?,FEMALE,3,1941,NORTHERN,FEMALE,2,1963,SOUTHERN
3254,911015,5,RESTAURANTS,WHAT KIND OF DINING OUT DO YOU ENJOY? WHAT THINGS DO YOU LOOK FOR IN A RESTAURANT THAT WOULD GET YOU TO GO BACK AGAIN?  SEE WHETHER THE OTHER CALLER'S PREFERENCES ARE SIMILAR TO YOURS.,FEMALE,3,1954,SOUTH MIDLAND,FEMALE,2,1942,NORTH MIDLAND
3255,911015,5,AIR POLLUTION,PLEASE DISCUSS AIR POLLUTION.  FIND OUT WHAT SUBSTANCES THE OTHER CALLER THINKS CONTRIBUTE THE MOST TO AIR POLLUTION TODAY.  WHAT CAN INDIVIDUALS OR SOCIETY DO TO IMPROVE AIR QUALITY?,FEMALE,2,1959,NORTHERN,FEMALE,2,1941,SOUTH MIDLAND
3256,911015,5,CAPITAL PUNISHMENT,COMPARE YOUR OPINIONS AND THOSE OF THE OTHER CALLER ON CAPITAL PUNISHMENT.  DO EITHER OF YOU THINK IT SHOULD BE RESTRICTED TO CERTAIN CRIMES OR CIRCUMSTANCES?  HOW DO THE POLICIES AND PRACTICES OF YOUR STATE FIT WITH YOUR OPINIONS?,FEMALE,2,1966,WESTERN,FEMALE,2,1941,NORTHERN
3257,911015,5,TV PROGRAMS,FIND OUT WHAT THE OTHER CALLER'S FAVORITE TV SHOWS ARE AND WHY.  ARE YOUR INTERESTS SIMILAR OR DIFFERENT?,FEMALE,1,1939,SOUTH MIDLAND,FEMALE,2,1953,NORTH MIDLAND
3258,911015,5,CLOTHING AND DRESS,THE TOPIC IS CLOTHING.  PLEASE FIND OUT HOW THE OTHER CALLER TYPICALLY DRESSES FOR WORK.  HOW MUCH VARIATION IS THERE FROM DAY TO DAY?  HOW MUCH VARIATION IS THERE FROM SEASON TO SEASON?,FEMALE,2,1968,NORTH MIDLAND,FEMALE,3,1958,MIXED
3259,911016,5,RESTAURANTS,WHAT KIND OF DINING OUT DO YOU ENJOY? WHAT THINGS DO YOU LOOK FOR IN A RESTAURANT THAT WOULD GET YOU TO GO BACK AGAIN?  SEE WHETHER THE OTHER CALLER'S PREFERENCES ARE SIMILAR TO YOURS.,FEMALE,2,1949,SOUTH MIDLAND,FEMALE,2,1955,SOUTH MIDLAND
3260,911016,5,FAMILY LIFE,IF YOU HAVE CHILDRENY,FEMALE,3,1954,SOUTH MIDLAND,MALE,3,1944,NORTH MIDLAND
3261,911016,5,CRIME,DISCUSS CRIME IN AMERICAN CITIES TODAY.  WHAT ARE YOUR CONCERNS AND THE CONCERNS OF THE OTHER CALLER?  WHAT STEPS CAN BE TAKEN TO REDUCE CRIME?,FEMALE,2,1959,NORTHERN,MALE,3,1961,NYC
3262,911016,5,FAMILY FINANCE,DOES YOUR FAMILY KEEP A MONTHLY BUDGETCAN YOU GIVE A GENERAL DESCRIPTION OF YOUR PROCEDURES,FEMALE,2,1961,WESTERN,MALE,3,1951,SOUTHERN
3263,911016,5,WOMEN'S ROLES,DISCUSS THE CHANGES IN THE ROLES OF WOMEN IN AMERICAN SOCIETY OVER THE PAST GENERATION OR TWO.  WHICH CHANGES HAVE BEEN THE MOST SIGNIFICANT? DO YOU HAVE AN OPINION ON WHAT FURTHER CHANGES WILL TAKE PLACE OVER THE NEXT GENERATION?,FEMALE,2,1971,SOUTH MIDLAND,FEMALE,3,1958,MIXED
3264,911016,5,MUSIC,PLEASE DISCUSS MUSIC.  CAN YOU FIND MUSICIANSOR TYPES OF MUSIC THAT BOTH YOU AND THE OTHER CALLER LIKE?,FEMALE,2,1968,NORTH MIDLAND,MALE,1,1970,SOUTH MIDLAND
3265,911016,5,BUYING A CAR,WHAT KIND OF CAR DO YOU THINK YOU MIGHT BUY NEXT?  WHAT SORTS OF THINGS WILL ENTER INTO YOUR DECISION?  SEE IF YOUR REQUIREMENTS AND THE OTHER CALLER'S REQUIREMENTS ARE SIMILAR.,FEMALE,2,1966,WESTERN,FEMALE,2,1941,SOUTH MIDLAND
3266,911016,5,CHILD CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?,FEMALE,2,1941,SOUTH MIDLAND,FEMALE,2,1970,SOUTH MIDLAND
3267,911016,5,NEWS MEDIA,DISCUSS HOW YOU AND THE OTHER CALLER KEEP UP ON CURRENT EVENTS.      DO YOU GET MOST OF YOUR NEWS FROM TVOR PEOPLE YOU KNOW?  ARE YOU SATISFIED WITH THE QUALITY OF COVERAGE?,FEMALE,3,1941,NORTHERN,FEMALE,2,1924,SOUTH MIDLAND
3268,911017,5,VACATION SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.,FEMALE,2,1955,SOUTH MIDLAND,FEMALE,2,1941,NORTHERN
3269,911017,5,FOOTBALL,PLEASE DISCUSS PROFESSIONAL FOOTBALL.  FIND OUT THE OTHER CALLER'S FAVORITE PRO FOOTBALL TEAM AND WHERE IT'S HEADED THIS YEAR.       DO YOU AGREE WITH THE CALLER'S PREDICTION?,FEMALE,2,1966,WESTERN,FEMALE,2,1935,SOUTH MIDLAND
3270,911017,5,FEDERAL BUDGET,WHAT SHORT AND LONG-TERM STEPS DO YOU AND THE OTHER CALLER THINK SHOULD BE TAKEN TO IMPROVE THE US BUDGET?,FEMALE,2,1959,NORTHERN,MALE,2,1965,NORTH MIDLAND
3271,911018,5,PETS,FIND OUT WHAT KIND OF PETS THE OTHER CALLER HAS,FEMALE,1,1939,SOUTH MIDLAND,FEMALE,2,1966,WESTERN
3272,911018,5,SOVIET UNION,FIND OUT WHETHER OR NOT THE OTHER CALLER CONSIDERS THE SOVIET UNION A THREAT TO THE UNITED STATES.   TAKE AN OPPOSING VIEW IN YOUR DISCUSSION WITH THE OTHER CALLER.,FEMALE,2,1959,NORTHERN,MALE,3,1933,SOUTH MIDLAND
